loan_id,borrower_id,loan_amount,interest_rate,term_years,issue_date,purpose,loan_status,has_collateral
L001502,B00981,147119,0.0427,1,17-Apr-2023,Equipment purchase,Active,False
L001503,B00967,170891,0.0507,3,24-Jul-2021,M&A,Active,True
L001504,B00856,2449264,0.065,7,08/18/2022,Project finance,Active,True
L001505,B00313,266629,0.0712,4,04-Dec-2024,M&A,Active,False
L001506,B00218,1040848,0.071,4,12/13/2024,Refinance,Paid,False
L001507,B00987,371654,0.0317,7,14-May-2024,Refinance,Active,False
L001508,B00414,24777,0.073,5,22-Jun-2021,M&A,Active,True
L001509,B00530,171119,0.0723,5,05-Jan-2021,Expansion,Active,True
L001510,B00113,222309,0.0658,1,02-Jun-2023,M&A,Active,True
L001511,B00298,316433,0.0483,10,2023-07-25,Working capital,Active,False
L001512,B00254,2728727,0.0501,4,2024-10-17,Refinance,Active,True
L001513,B00682,565478,0.0723,3,23-Aug-2024,M&A,Default,True
L001514,B00188,1215790,0.0669,5,28-Jul-2024,Equipment purchase,Active,True
L001515,B00630,97524,0.0542,1,21-Sep-2024,M&A,Active,True
L001516,B00693,5357303,0.0943,5,16-Jul-2021,Expansion,Active,False
L001517,B00833,7940797,0.053,2,01-Jul-2024,Project finance,Active,True
L001518,B00023,5240446,0.0859,7,10/05/2023,Working capital,Active,False
L001519,B00061,126741,0.053,3,12/25/2024,Refinance,Active,False
L001520,B00454,473282,0.0413,1,06-Apr-2024,Refinance,Active,True
L001521,B00592,353059,0.081,10,07-Aug-2021,Expansion,Active,False
L001522,B00522,1386801,0.0769,7,19-Nov-2021,Refinance,Active,True
L001523,B00158,157401,0.0734,4,25-Apr-2023,Refinance,Active,True
L001524,B00945,495028,0.0742,1,20-May-2024,Equipment purchase,Active,True
L001525,B00212,2104185,0.0629,5,22-Feb-2022,Equipment purchase,Active,False
L001526,B00656,67357,0.0878,5,10-Feb-2021,Refinance,Active,False
L001527,B00390,126646,0.0782,5,11-Oct-2021,Working capital,Active,True
L001528,B00622,986862,0.0736,4,18-Apr-2023,Equipment purchase,Active,True
L001529,B00252,1410239,0.046,7,2022-12-22,Project finance,Active,False
L001530,B00425,796580,0.079,4,21-Jul-2021,Project finance,Active,False
L001531,B00117,54615,0.0399,3,13-Feb-2021,M&A,Default,True
L001532,B00674,66922,0.0568,2,01-Jun-2021,Working capital,Active,False
L001533,B00056,116524,0.075,10,21-Jul-2022,Working capital,Active,False
L001534,B00526,1349801,0.0807,5,21-Sep-2021,Working capital,Active,True
L001535,B00412,117099,0.0422,2,14-Oct-2022,Equipment purchase,Paid,True
L001536,B00863,1210943,0.0608,4,11/28/2021,Expansion,Active,False
L001537,B00676,690463,0.0424,5,06-Oct-2023,Equipment purchase,Active,True
L001538,B00430,432195,0.0348,4,10/22/2024,M&A,Paid,True
L001539,B00395,275285,0.0874,7,2022-08-13,Working capital,Active,True
L001540,B00861,409823,0.0599,1,02-Aug-2021,Refinance,Active,True
L001541,B00923,263518,0.0531,7,07-May-2023,Project finance,Active,False
L001542,B00658,987200,0.0531,3,03-Jan-2024,Equipment purchase,Paid,True
L001543,B00953,4335021,0.0694,5,22-Mar-2023,M&A,Active,False
L001544,B00093,1411249,0.0361,10,2022-04-15,M&A,Paid,True
L001545,B00584,554727,0.0726,4,20-Apr-2021,Working capital,Active,True
L001546,B00773,748498,0.0853,3,05-Jun-2024,Equipment purchase,Active,True
L001547,B00364,397289,0.0614,3,17-May-2024,Refinance,Active,False
L001548,B00798,249983,0.0785,10,28-Apr-2021,M&A,Active,True
L001549,B00122,1435032,0.0605,3,08-Aug-2024,Project finance,Active,False
L001550,B00156,3644455,0.0614,10,04/14/2022,Refinance,Paid,True
L001551,B00619,2205536,0.0618,7,05/19/2024,Equipment purchase,Active,True
L001552,B00581,1747070,0.0587,7,03/24/2022,Equipment purchase,Active,True
L001553,B00538,42615,0.075,3,2022-07-19,Refinance,Active,True
L001554,B00990,253944,0.0707,4,07-Mar-2024,M&A,Paid,True
L001555,B00971,985437,0.0465,5,24-Oct-2022,M&A,Active,True
L001556,B00329,161950,0.0566,7,18-Jul-2024,Refinance,Active,False
L001557,B00382,254901,0.0632,10,01/10/2024,Equipment purchase,Active,True
L001558,B00051,8013694,0.099,4,27-Oct-2023,M&A,Active,True
L001559,B00195,269440,0.0527,10,2021-03-05,Working capital,Active,True
L001560,B00051,30337228,0.0355,5,05-Jul-2024,Working capital,Past due,True
L001561,B00313,205968,0.0517,5,28-Jan-2022,Working capital,Active,True
L001562,B00122,825161,0.0652,1,05-Jun-2024,Refinance,Active,True
L001563,B00606,1246021,0.0663,5,11-Nov-2024,Expansion,Active,True
L001564,B00684,144265,0.0591,10,01-May-2022,Project finance,Active,True
L001565,B00532,3050816,0.0358,2,01-Apr-2023,Refinance,Active,False
L001566,B00966,115542,0.0711,7,20-Sep-2023,M&A,Default,True
L001567,B00848,479522,0.0858,7,28-Nov-2021,Working capital,Active,True
L001568,B00675,395395,0.0688,3,20-Aug-2021,M&A,Active,False
L001569,B00342,736675,0.0701,10,24-Nov-2022,Working capital,Active,True
L001570,B00815,171065,0.0609,10,04-May-2024,Working capital,Active,False
L001571,B00494,17233392,0.0639,5,07/04/2023,Refinance,Active,False
L001572,B00202,71566,0.075,5,08/12/2021,Refinance,Active,True
L001573,B00590,1323351,0.0524,7,05-Jan-2022,Project finance,Paid,False
L001574,B00612,697647,0.0409,5,16-Sep-2022,Expansion,Active,True
L001575,B00189,34338,0.074,7,28-May-2023,Working capital,Active,False
