borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating,Sum_Score,Is_Creditworthy
B00100,,0.4659,0.5601,0.35276667,3.12896667,3.28973333,2.85683333,18.015,15.234,33.861,36.642,0.36393333,1.61046667,0.3892,0.29966667,672436620.6,Paid,667,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00101,,1.9201,0.84646667,0.5192,2.69546667,2.8093,2.61786667,9.549,16.998,23.412,15.963,0.54416667,1.97493333,0.4797,0.09593333,33776449.67,Paid,740,1,2,3,2,1,3,1,1,1,1,2,1,3,0,3,25,Credit-worthy
B00102,,1.4733,2.08113333,1.2774,3.52503333,3.75093333,3.1936,7.788,18.921,27.084,15.951,0.7557,1.06806667,0.3311,0.21953333,95851974.12,Active,763,1,2,3,3,2,3,1,1,1,1,2,1,3,0,3,27,Credit-worthy
B00103,,1.2955,1.93486667,1.2728,4.94286667,5.25556667,4.52263333,10.662,12.843,31.209,29.028,0.29253333,1.09373333,0.3228,0.03496667,23360232.85,Active,698,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00104,,0.262,1.6151,0.95706667,4.42373333,4.5999,4.32173333,12.471,22.767,33.084,22.788,0.68426667,2.4154,0.49856667,0.52453333,438296751.1,Active,717,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00105,,1.6095,2.54256667,1.82823333,4.79843333,3.61176667,4.75373333,15.039,12.393,28.737,31.383,0.43483333,0.50723333,0.29976667,0.17916667,89980900.51,Active,624,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00106,,0.9728,1.40846667,0.96103333,5.4453,5.77396667,5.13086667,18.06,14.643,34.245,37.662,0.61283333,4.04863333,0.32583333,0.57433333,21270333.73,Paid,787,0,2,3,3,2,3,1,1,1,1,2,2,3,0,3,27,Credit-worthy
B00107,-5.2335,1.0964,1.93716667,1.35356667,2.03903333,2.1865,2.63735,9.648,15.072,23.202,17.778,0.73376667,0.64565,0.2925,0.13705,105731648.5,Past due,636,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00107,-5.2065,1.0964,1.93716667,1.35356667,2.03903333,2.1865,2.63735,9.648,15.072,23.202,17.778,0.73376667,0.64565,0.2925,0.13705,105731648.5,Past due,636,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00107,-5.2302,1.0964,1.93716667,1.35356667,2.03903333,2.1865,2.63735,9.648,15.072,23.202,17.778,0.73376667,0.64565,0.2925,0.13705,105731648.5,Past due,636,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00107,-5.28,1.0964,1.93716667,1.35356667,2.03903333,2.1865,2.63735,9.648,15.072,23.202,17.778,0.73376667,0.64565,0.2925,0.13705,105731648.5,Past due,636,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00107,-5.2568,1.0964,1.93716667,1.35356667,2.03903333,2.1865,2.63735,9.648,15.072,23.202,17.778,0.73376667,0.64565,0.2925,0.13705,105731648.5,Past due,636,1,2,3,2,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00108,,0.3829,1.0464,0.49713333,5.08953333,5.30556667,4.6792,9.906,12.417,35.724,33.213,0.24043333,1.0454,0.47463333,0.08886667,1962252.477,Active,783,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00109,,1.0615,0.83083333,0.60553333,2.15163333,2.28526667,2.06446667,8.142,14.064,22.254,16.332,0.5347,1.45623333,0.34056667,0.23353333,148949343.7,Active,735,1,2,3,2,1,3,1,1,1,1,2,1,3,0,2,24,Not Credit-worthy
B00110,,2.8089,0.7945,0.36516667,3.7643,3.91706667,3.58926667,11.796,16.617,28.107,23.286,0.41843333,1.67093333,0.49693333,0.37723333,40703770.45,Paid,706,2,2,3,3,2,3,1,1,1,1,2,1,3,0,2,27,Credit-worthy
B00111,,,1.17726667,0.86576667,5.2707,3.9589,4.8772,12.321,23.547,25.014,13.788,0.6995,1.89746667,0.3677,0.4698,30773493.98,,594,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00112,,,2.51586667,1.66206667,6.77506667,4.99946667,5.81236667,9.864,15.288,31.902,26.478,1.1022,0.4785,0.2665,0.073,17465996.03,,716,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00113,,0.9993,1.33253333,0.6332,3.99123333,4.2379,3.30113333,12.828,13.047,27.927,27.708,0.50513333,1.70876667,0.3205,0.3065,70194109.25,Active,763,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00114,,,1.23886667,0.92546667,1.30093333,1.36916667,1.2654,14.316,16.185,27.786,25.917,1.08526667,0.86726667,0.3806,0.02576667,2088608477,Active,787,0,2,3,1,0,2,1,1,1,1,1,0,3,0,3,19,Not Credit-worthy
B00115,,,1.1226,0.7065,16.71733333,17.27596667,15.89866667,13.221,17.013,34.464,30.672,1.2034,0.8006,0.59773333,0.0548,8736054.762,,623,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00116,,1.5194,0.90186667,0.7117,1.26493333,1.32823333,1.19506667,17.007,14.634,20.004,22.377,0.36076667,3.4198,0.4006,0.0652,78568179.32,Active,647,1,2,3,1,0,1,1,1,1,1,2,2,3,0,1,20,Not Credit-worthy
B00117,,0.7685,1.43503333,1.0285,3.8185,4.0823,3.09823333,16.344,17.172,24.072,23.244,0.72913333,1.37506667,0.31296667,0.04626667,8329849.583,Default,645,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00118,,,1.2132,0.88516667,10.12543333,10.48373333,9.7415,10.596,14.28,32.727,29.043,0.54693333,0.8767,0.5668,0,173335671,,764,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00119,,1.0127,1.36806667,0.92323333,4.0833,4.2702,3.67246667,12.873,9.72,22.656,25.809,0.67026667,1.14163333,0.43836667,0.0436,536053959.1,Active,819,1,2,3,3,2,3,1,1,1,1,2,1,3,0,4,28,Credit-worthy
B00120,,,1.39066667,0.9163,3.99286667,4.2232,5.6115,14.472,16.758,25.176,22.89,0.8282,0.7676,0.34543333,0.1726,157523280.6,,622,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00121,,1.2716,1.75666667,1.33093333,7.5598,7.9259,7.2736,15.111,12.486,24.678,27.303,0.4324,0.49796667,0.41523333,0.0455,16687718.65,Active,653,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00122,,0.8664,1.36063333,0.94956667,4.00873333,3.73436667,3.92803333,15.855,20.661,27.456,22.65,1.13363333,0.50426667,0.42713333,0.0485,8348141.799,Active,678,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00123,,,1.2114,0.79026667,3.50456667,3.6465,3.36993333,12.612,18.525,21.48,15.567,0.72996667,0.9049,0.4787,0.08653333,36451052.65,Past due,656,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00124,,,0.32796667,0.1641,6.70426667,7.03643333,6.11793333,9.843,14.775,35.442,30.51,0.0907,4.3363,0.40566667,0.16355,507767005.4,,665,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00125,,0.8934,1.1993,0.91173333,2.6217,2.726,2.4661,15.585,18.27,23.37,20.685,0.5591,1.2055,0.50183333,0.3421,22374503.17,Paid,655,0,2,3,2,1,3,1,1,1,1,2,1,3,0,1,22,Not Credit-worthy
B00126,,1.2017,1.1514,0.80756667,6.008,6.2847,5.6264,13.908,17.052,32.139,28.995,0.3443,2.17606667,0.4323,0.2766,91582738.72,Active,534,1,2,3,3,2,3,1,1,1,1,2,2,3,0,0,25,Credit-worthy
B00127,,,1.07616667,0.59356667,3.9835,4.22346667,4.02656667,11.481,19.425,20.331,12.387,0.26293333,1.33833333,0.34366667,0.19986667,123165496.7,Active,607,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00128,,0.5429,1.36876667,0.88953333,1.607,1.66093333,1.46793333,19.497,15.858,30.666,34.305,0.439,0.96776667,0.5983,0.06536667,23400763.8,Active,593,0,2,3,1,1,2,1,1,1,1,2,0,3,0,1,19,Not Credit-worthy
B00129,,,2.04153333,1.75813333,6.04436667,6.46543333,5.55306667,11.856,15.72,25.617,21.753,0.72753333,0.54696667,0.28826667,0.1432,127202739.1,,609,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00130,,0.5887,1.38043333,0.84773333,3.55573333,3.73343333,3.34613333,13.257,21.297,25.491,17.451,0.4273,0.8609,0.41156667,0.1191,3503839.061,Active,631,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00131,,,1.287,0.7733,12.1982,12.61073333,11.698,13.542,15.783,25.179,22.938,0.75966667,0.69583333,0.5974,0.053,27014313.58,,777,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00132,,0.7261,1.28243333,0.6914,1.36706667,1.43833333,4.1339,15.792,19.149,19.464,16.107,0.26523333,0.3351,0.33513333,0.0813,133870121.5,Active,797,0,2,3,1,0,3,1,1,1,1,2,0,3,0,3,21,Not Credit-worthy
B00133,,0.8058,0.9741,0.7703,1.75666667,1.83453333,1.71496667,9.303,12.258,27.693,24.738,0.29836667,3.68016667,0.45103333,0.52083333,113784887.8,Active,684,0,2,3,1,1,2,1,1,1,1,2,2,3,0,2,22,Not Credit-worthy
B00134,,0.5986,2.04163333,1.13783333,3.281,3.43686667,3.26836667,12.102,15.054,26.568,23.616,0.8754,0.3702,0.4316,0.04483333,81455622.28,Active,684,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00135,,,1.8151,1.16736667,3.44213333,3.07496667,2.91423333,9.612,14.415,26.886,22.083,0.78903333,0.46046667,0.33246667,0.09293333,5241649.154,Active,642,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00136,,,3.07766667,2.06856667,5.26446667,5.62726667,4.5803,12.48,15.573,25.146,22.053,1.04166667,0.3956,0.2965,0.1014,239864518.2,,728,0,1,2,3,2,3,1,1,1,1,1,0,3,0,2,21,Not Credit-worthy
B00137,,1.7135,1.1446,0.9286,1.74803333,1.80526667,1.66556667,15.513,12.951,23.943,26.505,1.10946667,0.77946667,0.61386667,0.09,19014220.55,Active,689,1,2,3,1,1,2,1,1,1,1,1,0,3,0,2,20,Not Credit-worthy
B00138,,1.2803,0.67766667,0.4063,5.22053333,5.4586,4.6146,14.901,17.718,22.158,19.341,0.37056667,3.74056667,0.4396,0.20206667,9151621.735,Active,768,1,2,3,3,2,3,1,1,1,1,2,2,3,0,3,28,Credit-worthy
B00139,,,1.16556667,0.6173,7.7571,8.07513333,7.25933333,12.279,16.863,24.552,19.968,0.48633333,0.82493333,0.48806667,0.13386667,2229964.738,,698,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00140,,1.2171,1.1067,0.7945,3.72863333,1.59556667,3.13556667,14.034,8.565,27.891,33.36,0.38133333,1.53676667,0.3408,0.1527,295076078.8,Active,583,1,2,3,3,1,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00141,,,0.5046,0.348,9.43636667,9.75653333,8.88213333,10.884,20.244,32.592,23.232,0.28723333,4.54726667,0.58936667,0.5015,691534925.1,,631,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00142,,,1.54456667,0.9892,6.0787,6.39396667,5.34316667,17.151,12.72,14.01,18.441,0.38473333,0.7988,0.40063333,0.0388,169300133.8,Active,636,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00143,-4.9286,,2.5999,1.88393333,5.9587,6.36593333,5.72456667,15.387,13.584,31.359,33.162,0.7097,0.38486667,0.28893333,0.0539,4167845.653,Active,596,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00144,,2.2244,0.74263333,0.65283333,2.67586667,1.8888,2.41123333,11.562,14.142,11.538,8.958,0.33993333,5.20723333,0.32236667,0.71553333,55312082.43,Past due,658,2,2,3,2,1,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00145,-5.0302,0.2341,1.7333,1.04606667,3.80553333,4.0298,3.33126667,11.664,17.922,20.517,14.259,1.26293333,0.6017,0.3381,0.1463,393469916.5,Active,716,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00145,-5.0605,0.2341,1.7333,1.04606667,3.80553333,4.0298,3.33126667,11.664,17.922,20.517,14.259,1.26293333,0.6017,0.3381,0.1463,393469916.5,Active,716,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00145,-5.0455,0.2341,1.7333,1.04606667,3.80553333,4.0298,3.33126667,11.664,17.922,20.517,14.259,1.26293333,0.6017,0.3381,0.1463,393469916.5,Active,716,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00146,,,2.504,1.3699,4.9216,5.21186667,4.73586667,13.185,23.586,14.256,3.855,1.05393333,0.44593333,0.341,0.07066667,89925266.22,,744,0,2,3,3,2,3,1,1,1,1,1,0,3,0,3,24,Not Credit-worthy
B00147,,1.3805,1.23366667,0.94556667,5.09526667,4.7861,4.93673333,12.378,13.119,19.788,19.047,1.17096667,1.32916667,0.4341,0.19923333,11705727.94,Paid,742,1,2,3,3,2,3,1,1,1,1,1,1,3,0,3,26,Credit-worthy
B00148,,0.8908,1.3662,0.8571,1.565,1.65626667,1.41356667,16.185,20.967,33.684,28.902,0.7391,0.7653,0.34323333,0.118,63444287.42,Active,685,0,2,3,1,1,2,1,1,1,1,2,0,3,0,2,20,Not Credit-worthy
B00149,,1.8315,1.51563333,0.83366667,5.2167,5.4582,4.63843333,9.684,9.684,20.793,20.793,0.95373333,0.85353333,0.4388,0.1669,15197984.6,Paid,813,1,2,3,3,2,3,1,1,1,1,2,0,3,0,4,27,Credit-worthy
B00150,,,0.88353333,0.63653333,3.8618,4.0602,5.63115,12.912,22.494,24.825,15.243,0.1773,0.9433,0.37156667,0.01455,51171611.75,Active,625,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00151,,,1.0616,0.71886667,4.00306667,1.20146667,3.5943,8.7,16.746,22.254,14.208,0.2936,1.23046667,0.46996667,0.13486667,1309006.881,Active,630,0,2,3,3,0,3,1,1,1,1,2,1,3,0,1,22,Not Credit-worthy
B00152,,1.0487,0.73606667,0.45223333,3.3072,3.42286667,3.12116667,7.047,16.689,25.134,15.492,0.4834,1.10766667,0.5726,0.07663333,5246604.414,Active,659,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00153,,0.91,1.06773333,0.6732,2.00366667,2.08553333,1.8859,11.235,22.752,28.134,16.617,0.40763333,0.97136667,0.49533333,0.07483333,57015835.28,Active,720,0,2,3,2,1,2,1,1,1,1,2,0,3,0,2,21,Not Credit-worthy
B00154,,,0.64236667,0.3928,2.9004,2.99886667,2.75453333,8.343,16.764,17.751,9.33,0.39763333,2.1974,0.59256667,0.20416667,234187330.1,Active,700,0,2,3,2,1,3,1,1,1,1,2,2,3,0,2,24,Not Credit-worthy
B00155,,1.6567,2.19166667,1.53566667,7.5601,7.91963333,7.00883333,17.739,16.641,28.752,29.85,1.41913333,0.40996667,0.41806667,0.07443333,53343755.88,Active,743,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00156,,0.8642,0.86293333,0.35173333,3.95176667,4.0808,3.69606667,11.595,10.098,13.083,14.58,0.68956667,1.83176667,0.59286667,0.0163,310551488.5,Past due,658,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00157,,,2.27906667,1.39066667,6.87086667,7.25773333,6.58776667,18.372,16.965,17.379,18.786,1.0458,0.62776667,0.35043333,0.1404,38015005.65,,734,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00158,-5.1266,0.8164,2.32726667,1.62786667,5.7728,6.07353333,5.55783333,13.056,12.486,30.15,30.72,1.01013333,0.4176,0.38193333,0.11916667,28819734.02,Active,651,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00159,,,0.7884,0.4116,10.22873333,10.70796667,9.3498,16.23,13.767,31.854,34.317,0.16746667,5.86426667,0.4244,1.1008,25114749.1,,674,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00160,-5.151,1.2921,1.2008,0.6828,1.6812,1.76446667,1.5329,11.859,21.117,13.197,3.939,0.34613333,0.94533333,0.40513333,0.15976667,1850048518,Active,545,1,2,3,1,1,2,1,1,1,1,2,0,3,0,0,19,Not Credit-worthy
B00161,,0.9755,2.45573333,1.67046667,4.7122,4.92356667,4.49776667,11.577,15.096,30.816,27.297,1.07736667,0.39043333,0.44376667,0.02533333,47063863.81,Active,755,0,2,3,3,2,3,1,1,1,1,1,0,3,0,3,24,Not Credit-worthy
B00162,,1.0116,2.78043333,1.69896667,6.39746667,6.77613333,5.39246667,14.688,19.314,39.453,34.827,0.93976667,0.39396667,0.33806667,0.04676667,40761053.28,Active,655,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00163,,0.7374,1.82656667,0.96676667,6.75386667,7.04383333,6.2683,16.212,10.452,33.195,38.955,1.04116667,0.65733333,0.46536667,0.0443,7074227.677,Active,661,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00164,,0.9902,2.44486667,1.6338,5.0459,5.25346667,4.70633333,16.608,12.288,26.97,31.29,0.87646667,0.4035,0.48476667,0.01706667,82334958.36,Active,698,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00165,,,1.10823333,0.7096,7.39836667,7.79643333,6.94623333,10.644,18.318,26.016,18.342,0.31083333,1.08986667,0.35986667,0.1484,96375953.34,,732,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00166,,,1.07936667,0.53196667,1.8808,1.59976667,1.70793333,11.595,17.67,30.402,24.327,0.47566667,1.1059,0.3812,0.1776,24089133.52,Past due,703,0,2,3,1,1,2,1,1,1,1,2,1,3,0,2,21,Not Credit-worthy
B00167,-4.7273,1.4044,0.75213333,0.44616667,2.46216667,2.54283333,2.37493333,15.315,11.43,25.647,29.532,0.23826667,1.33663333,0.60886667,0.1594,42316286.81,Active,800,1,2,3,2,1,3,1,1,1,1,2,1,3,0,4,26,Credit-worthy
B00167,-4.7653,1.4044,0.75213333,0.44616667,2.46216667,2.54283333,2.37493333,15.315,11.43,25.647,29.532,0.23826667,1.33663333,0.60886667,0.1594,42316286.81,Active,800,1,2,3,2,1,3,1,1,1,1,2,1,3,0,4,26,Credit-worthy
B00167,-4.7283,1.4044,0.75213333,0.44616667,2.46216667,2.54283333,2.37493333,15.315,11.43,25.647,29.532,0.23826667,1.33663333,0.60886667,0.1594,42316286.81,Active,800,1,2,3,2,1,3,1,1,1,1,2,1,3,0,4,26,Credit-worthy
B00168,,0.9114,2.449,1.37333333,6.17913333,6.52626667,5.42616667,12.564,13.767,16.263,15.06,0.58833333,0.507,0.3547,0.10766667,82257581.3,Active,645,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00169,,1.1729,1.8176,1.3452,4.95616667,5.1507,4.7709,11.718,13.77,35.268,33.216,3.255,0.9306,0.50613333,0.14256667,20340060.18,Active,588,1,2,3,3,2,3,1,1,1,1,0,0,3,0,1,22,Not Credit-worthy
B00170,,1.3416,1.5247,1.12846667,6.25556667,6.56706667,5.751,11.013,17.295,24.825,18.543,1.40743333,1.5943,0.40073333,0.0415,66397460.03,Paid,641,1,2,3,3,2,3,1,1,1,1,1,1,3,0,1,24,Not Credit-worthy
B00171,,1.3975,1.6713,1.21176667,3.63813333,3.88243333,4.96285,7.641,16.011,15.633,7.263,0.31463333,0.49775,0.32953333,0.04955,43367484.41,Paid,674,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00172,,,1.47263333,0.95213333,4.64913333,4.9412,4.30326667,12.642,12.498,30.54,30.684,0.2542,1.19826667,0.3141,0.2786,12989221.57,,785,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00173,,0.9902,0.5635,0.27346667,4.6443,4.9038,6.0147,18.111,13.809,31.404,35.706,0.13816667,2.53065,0.35473333,0.73085,222550256.7,Active,693,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00174,,1.4982,0.851,0.69123333,1.34543333,1.42836667,1.7499,16.917,15.414,8.559,10.062,0.37186667,0.97785,0.34366667,0.0544,72042428.55,Active,719,1,2,3,1,0,2,1,1,1,1,2,0,3,0,2,20,Not Credit-worthy
B00175,-5.2547,1.112,1.80416667,0.94906667,4.85026667,5.18933333,6.0489,9.798,17.799,23.688,15.687,0.34156667,0.34925,0.2637,0.07385,60829805.56,Past due,712,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00175,-5.2386,1.112,1.80416667,0.94906667,4.85026667,5.18933333,6.0489,9.798,17.799,23.688,15.687,0.34156667,0.34925,0.2637,0.07385,60829805.56,Past due,712,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00176,,1.4275,2.47703333,1.775,8.35676667,5.9095,7.13673333,15.48,20.034,24.495,19.941,0.96576667,0.3984,0.34373333,0.08903333,19977648.1,Active,688,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00177,,0.801,1.4154,0.75226667,7.99296667,8.34773333,7.6681,10.989,13.131,16.407,14.265,0.9243,1.21933333,0.4523,0.20526667,42799350.92,Active,807,0,2,3,3,2,3,1,1,1,1,2,1,3,0,4,27,Credit-worthy
B00178,,1.8737,0.97386667,0.7375,2.94363333,3.07946667,2.9533,14.346,15.429,22.665,21.582,0.4118,1.21586667,0.44303333,0.10963333,29984544.09,Active,675,1,2,3,2,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00179,,,0.97673333,0.66743333,9.2074,4.31836667,7.9592,11.052,17.52,11.526,5.058,0.22916667,1.1178,0.42363333,0.04896667,14500440.67,,591,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00180,,,1.22723333,0.92583333,7.98096667,8.25563333,7.83716667,11.094,19.095,24.633,16.632,0.44076667,0.88336667,0.5832,0.07436667,45769405.24,,592,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00181,,,0.85853333,0.60246667,10.10593333,10.45383333,9.62226667,10.287,15.237,13.803,8.853,0.31163333,1.7937,0.58216667,0.12776667,46093536.68,,673,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00182,,1.6832,0.6425,0.28396667,5.85493333,6.06453333,5.6964,15.546,17.37,19.779,17.955,0.38463333,29.4434,0.59096667,1.4714,414237717.4,Active,728,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00183,,,0.6523,0.2753,10.01853333,10.36903333,9.4462,10.713,13.749,13.293,10.257,0.637,1.38295,0.57066667,0.03255,70246998.79,,658,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00184,,1.0819,0.92893333,0.4045,4.31073333,1.5248,3.73913333,15.222,17.871,36.447,33.798,0.16323333,4.29076667,0.3408,0.11776667,4306073.029,Active,699,1,2,3,3,1,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00185,,,1.45336667,0.7212,7.8947,8.25323333,7.4107,11.595,22.446,19.242,8.391,0.66036667,0.86413333,0.44306667,0.0378,652560636.3,,705,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00186,,1.4742,1.01023333,0.7336,3.688,3.89686667,3.49663333,12.72,18.903,14.361,8.178,0.2627,1.43016667,0.3422,0.23503333,58509068.69,Default,701,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00187,,1.2325,1.4161,0.91056667,3.7292,3.94406667,3.59746667,15.495,21.639,31.818,25.674,0.49,0.7412,0.3576,0.1383,6008657.971,Paid,690,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00188,,0.982,1.14303333,0.8055,11.96766667,12.53966667,11.7078,18.561,9.816,14.706,23.451,0.97453333,91.61063333,0.4087,15.21523333,69619965.96,Active,726,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00189,,,2.01743333,1.03086667,4.3588,4.65986667,3.83976667,12.159,16.185,18.474,14.448,0.79426667,1.01583333,0.27906667,0.27066667,7832312.609,Active,670,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00190,-5.2171,2.0456,2.1437,1.6081,3.7376,3.9961,3.51813333,13.707,16.533,27.873,25.047,0.41823333,1.3946,0.30113333,0.05376667,6634329.565,Active,726,2,2,3,3,2,3,1,1,1,1,2,1,3,0,2,27,Credit-worthy
B00191,,1.5477,2.1851,1.33256667,4.21473333,4.4598,4.0579,10.233,21.36,26.07,14.943,0.40916667,0.6942,0.3464,0.03616667,1383099860,Default,722,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00192,,,1.64596667,0.92473333,4.50336667,4.7198,4.0316,15.072,14.364,20.442,21.15,0.7163,0.86686667,0.43093333,0.1188,23606766.72,Default,687,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00193,,0.5096,0.74146667,0.46203333,3.79,3.97183333,5.67755,14.511,17.691,36.879,33.699,0.18223333,0.9227,0.43553333,0.06075,11277260.58,Active,749,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00194,,1.1466,1.50506667,1.251,2.26926667,2.3712,2.17246667,11.73,13.524,19.335,17.541,1.2959,0.85563333,0.45206667,0.02516667,6538649.858,Active,608,1,2,3,2,1,3,1,1,1,1,1,0,3,0,1,21,Not Credit-worthy
B00195,,1.2883,1.139,0.8356,3.54953333,3.71593333,3.2765,13.539,11.211,35.292,37.62,0.66693333,4.1196,0.43423333,1.18603333,12459623.6,Active,766,1,2,3,3,2,3,1,1,1,1,2,2,3,0,3,28,Credit-worthy
B00196,,,2.65236667,1.61866667,7.20416667,7.5435,7.1306,11.367,19.29,18.948,11.025,0.99926667,0.4085,0.4302,0.0108,145559873.2,,723,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00197,-4.7475,1.2257,1.03136667,0.70963333,1.70876667,1.76796667,1.6235,16.29,13.365,25.809,28.734,0.71976667,0.75106667,0.57956667,0.15236667,32275902.28,Paid,740,1,2,3,1,1,2,1,1,1,1,2,0,3,0,3,22,Not Credit-worthy
